,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,quarter_sold,year_sold
3256,884900.0,7,4.75,5370,10800,1.5,0.0,0.0,3,8,5370,0.0,1967,0.0,98040,47.538000000000004,-122.223,2310,10910,1,2015
3257,775000.0,3,3.5,2690,104544,2.0,0.0,0.0,3,8,2690,0.0,1948,1990.0,98072,47.7717,-122.11200000000001,2300,81698,4,2014
3258,463000.0,3,1.75,1710,7320,1.0,0.0,0.0,3,7,1710,0.0,1948,0.0,98155,47.7512,-122.281,2260,8839,2,2014
3259,579000.0,3,2.5,1640,1269,3.0,0.0,0.0,3,8,1640,0.0,2009,0.0,98112,47.6197,-122.3,1590,1231,2,2014
3260,1060000.0,5,4.5,4140,7924,2.0,0.0,0.0,3,10,4140,0.0,2005,0.0,98074,47.6102,-121.993,3960,8410,1,2015
3261,375000.0,4,2.75,3140,24800,1.0,0.0,0.0,4,8,2080,1060.0,1971,0.0,98042,47.3782,-122.161,2850,12900,3,2014
3262,422000.0,2,1.75,1320,2609,1.0,0.0,0.0,4,7,920,400.0,1938,0.0,98117,47.6878,-122.366,1200,4220,4,2014
3263,866500.0,4,3.5,3080,4945,2.0,0.0,0.0,3,9,2010,1070.0,2014,0.0,98126,47.5662,-122.37899999999999,1220,4945,1,2015
3264,705000.0,3,2.5,2500,10359,2.0,0.0,0.0,3,10,2500,0.0,1986,0.0,98074,47.6286,-122.051,2580,10142,2,2015
3265,470000.0,4,2.5,2520,9684,2.0,0.0,0.0,3,8,2520,0.0,1994,0.0,98045,47.4848,-121.801,2090,10133,4,2014
3266,360000.0,3,1.25,2350,6200,1.0,0.0,0.0,4,7,1320,1030.0,1966,0.0,98007,47.5979,-122.135,2140,9543,4,2014
3267,795000.0,4,2.5,2570,13450,1.0,0.0,4.0,3,8,1510,1060.0,1948,0.0,98155,47.7429,-122.285,3470,12615,2,2015
3268,800000.0,4,2.5,3100,7807,2.0,0.0,0.0,3,9,3100,0.0,2003,0.0,98034,47.7151,-122.227,3100,7807,1,2015
3269,2450000.0,4,3.5,4730,13586,1.5,0.0,0.0,5,10,4270,460.0,1935,0.0,98112,47.6319,-122.288,3710,8828,2,2014
3270,277284.0,3,1.75,1030,4800,1.0,0.0,0.0,3,6,930,100.0,1927,0.0,98126,47.566,-122.37299999999999,1540,4800,2,2015
3271,460000.0,2,1.0,1020,4002,1.0,0.0,0.0,5,7,1020,0.0,1953,0.0,98116,47.5828,-122.395,1780,5000,2,2015
3272,898888.0,3,2.5,2080,3729,2.0,0.0,0.0,3,9,2080,0.0,1996,0.0,98033,47.6731,-122.199,2080,4000,2,2015
3273,211000.0,3,1.0,1410,47916,1.0,0.0,0.0,3,7,1410,0.0,1981,0.0,98019,47.7149,-121.96,1810,215622,3,2014
3274,222000.0,2,2.0,1360,3300,2.0,0.0,0.0,3,6,1360,0.0,2004,0.0,98038,47.3489,-122.022,1310,3300,3,2014
3275,672000.0,3,2.5,2620,21587,2.0,0.0,0.0,3,7,2620,0.0,1992,0.0,98053,47.6384,-121.959,2570,23650,2,2014
3276,778000.0,3,2.25,2260,33080,1.0,0.0,0.0,5,9,1690,570.0,1974,0.0,98005,47.6386,-122.18299999999999,3020,35291,4,2014
3277,312500.0,3,1.75,1490,9493,1.0,0.0,0.0,4,8,1490,0.0,1976,0.0,98058,47.4514,-122.134,2440,9600,1,2015
3278,650000.0,4,2.5,2530,6500,1.5,0.0,0.0,3,8,1720,810.0,1975,0.0,98115,47.6737,-122.28399999999999,2150,5280,3,2014
3279,740000.0,6,2.25,3140,10250,1.0,0.0,0.0,4,8,1570,1570.0,1959,0.0,98005,47.6116,-122.169,2320,10250,3,2014
3280,320000.0,3,2.0,1820,17600,1.0,0.0,0.0,5,7,1820,0.0,1972,0.0,98059,47.4703,-122.11200000000001,2190,17440,3,2014
3281,455000.0,4,2.5,1770,13168,2.0,0.0,0.0,3,7,1770,0.0,1990,0.0,98019,47.7306,-121.96600000000001,2050,14859,2,2015
3282,2450000.0,5,4.0,4430,9000,2.0,0.0,0.0,3,10,4430,0.0,2013,0.0,98004,47.6168,-122.21600000000001,2470,9490,2,2014
3283,500000.0,3,3.25,1490,902,3.0,0.0,0.0,3,8,1220,270.0,2001,0.0,98102,47.6357,-122.324,1550,1092,4,2014
3284,325000.0,3,1.75,1790,27427,1.0,0.0,0.0,3,7,1130,660.0,1978,0.0,98065,47.532,-121.76100000000001,1610,16684,2,2014
3285,416000.0,3,2.5,1710,1296,3.0,0.0,0.0,3,8,1510,200.0,2004,0.0,98103,47.6963,-122.34200000000001,1610,1282,3,2014
3286,495000.0,4,2.25,2070,20280,2.0,0.0,0.0,4,7,2070,0.0,1968,0.0,98072,47.773999999999994,-122.134,2190,21560,1,2015
3287,549000.0,2,1.0,1140,5400,1.0,0.0,0.0,5,7,1140,0.0,1908,0.0,98112,47.6205,-122.294,1520,4800,2,2014
3288,589000.0,5,2.0,3930,10150,1.5,0.0,0.0,4,8,3070,860.0,1968,0.0,98008,47.6317,-122.11399999999999,2200,8190,3,2014
3289,194820.0,3,1.5,1100,32700,1.0,0.0,0.0,3,7,1100,0.0,1967,0.0,98001,47.3186,-122.289,1616,32700,4,2014
3290,625000.0,3,2.5,2260,5500,1.5,0.0,0.0,3,7,1280,980.0,1910,0.0,98117,47.681000000000004,-122.38799999999999,1790,5355,2,2015
3291,205000.0,3,1.0,1130,7014,1.0,0.0,0.0,3,7,1130,0.0,1954,0.0,98168,47.4743,-122.274,1440,9350,4,2014
3292,345100.0,3,3.75,1950,8625,1.0,0.0,0.0,3,8,1360,590.0,1959,0.0,98178,47.505,-122.258,1950,6670,2,2014
3293,200000.0,3,1.0,960,7500,1.0,0.0,0.0,3,6,960,0.0,1953,0.0,98178,47.4966,-122.255,1250,6000,4,2014
3294,1910000.0,4,3.5,4210,18564,2.0,0.0,0.0,3,11,4210,0.0,2001,0.0,98039,47.6206,-122.225,3520,18564,1,2015
3295,524500.0,3,1.5,3430,264844,1.0,0.0,2.0,3,7,2230,1200.0,1988,0.0,98045,47.4476,-121.723,1660,145926,4,2014
3296,598600.0,4,2.75,3470,212639,2.0,0.0,0.0,3,7,2070,1400.0,1993,0.0,98019,47.7066,-121.96799999999999,2370,233917,3,2014
3297,367777.0,5,3.0,2140,5937,1.0,0.0,0.0,3,7,1280,860.0,1978,0.0,98118,47.5459,-122.27,1820,6710,4,2014
3298,750000.0,3,2.75,2520,5401,1.0,0.0,0.0,4,7,1360,1160.0,1946,0.0,98119,47.6452,-122.37299999999999,1800,5036,2,2014
3299,575000.0,5,2.25,3550,7992,2.0,0.0,0.0,3,8,3550,0.0,1968,0.0,98034,47.7285,-122.179,2110,7992,4,2014
3300,84000.0,2,1.0,700,20130,1.0,0.0,0.0,3,6,700,0.0,1949,0.0,98168,47.4752,-122.271,1490,18630,2,2015
3301,255000.0,2,1.0,740,5000,1.0,0.0,0.0,4,6,740,0.0,1926,0.0,98118,47.5298,-122.273,1170,4968,4,2014
3302,1740000.0,4,3.75,3300,4545,1.5,0.0,4.0,3,10,2600,700.0,1926,1999.0,98105,47.6561,-122.274,3300,5000,2,2014
3303,415000.0,3,2.25,1640,5880,1.0,0.0,0.0,3,7,1240,400.0,1977,0.0,98106,47.5323,-122.351,1200,4760,2,2015
3304,449900.0,3,2.5,2780,8225,2.0,0.0,1.0,3,9,2780,0.0,1990,0.0,98198,47.3509,-122.323,720,9736,2,2015
3305,220000.0,5,1.5,1830,94960,1.5,0.0,0.0,3,7,1830,0.0,1929,0.0,98031,47.4218,-122.21799999999999,1440,16365,3,2014
3306,899000.0,4,2.5,3540,9349,2.0,0.0,0.0,3,10,3540,0.0,2003,0.0,98052,47.7046,-122.10700000000001,3280,7546,2,2015
3307,430000.0,3,2.5,1440,7320,1.0,0.0,0.0,5,7,1440,0.0,1954,0.0,98125,47.7179,-122.316,1160,6941,3,2014
3308,472500.0,4,2.5,2960,223462,2.0,0.0,0.0,3,10,2960,0.0,2001,0.0,98030,47.3646,-122.211,2770,16482,1,2015
3309,1650000.0,5,4.0,3310,8400,2.0,0.0,0.0,3,10,3310,0.0,2000,0.0,98033,47.6914,-122.214,3430,8400,1,2015
3310,810000.0,3,2.0,2390,8025,2.0,0.0,0.0,5,7,2390,0.0,1921,0.0,98105,47.6707,-122.288,1920,5350,4,2014
3311,605000.0,3,2.5,2460,138085,2.0,0.0,0.0,4,9,2460,0.0,1977,0.0,98027,47.4572,-122.007,2090,219542,1,2015
3312,522000.0,3,1.75,1630,15600,1.0,0.0,0.0,3,7,1630,0.0,1958,0.0,98033,47.68,-122.165,1830,10850,3,2014
3313,759000.0,5,2.75,3490,8230,2.0,0.0,0.0,3,10,3490,0.0,2005,0.0,98075,47.5825,-121.97,3480,7331,1,2015
3314,411000.0,4,2.75,2500,5257,2.0,0.0,0.0,3,8,2500,0.0,1966,0.0,98118,47.5293,-122.287,1660,5970,2,2014
3315,286950.0,4,2.5,2080,9846,1.0,0.0,0.0,3,7,1240,840.0,1984,0.0,98001,47.3338,-122.26799999999999,1890,7977,1,2015
3316,440000.0,3,1.5,1290,1286,3.0,0.0,0.0,3,7,1290,0.0,2000,0.0,98103,47.6617,-122.34899999999999,1720,1286,2,2014
3317,284700.0,3,1.0,1700,8645,1.0,0.0,0.0,3,6,1700,0.0,1955,0.0,98146,47.4899,-122.337,1500,7980,4,2014
3318,374950.0,3,2.5,2540,11562,1.0,0.0,1.0,3,8,1290,1250.0,1964,0.0,98028,47.7614,-122.229,2230,10310,3,2014
3319,816000.0,3,1.5,1180,8545,1.0,0.0,0.0,3,8,1180,0.0,1952,0.0,98004,47.623999999999995,-122.2,1660,9000,3,2014
3320,533250.0,4,1.75,1520,15398,1.0,0.0,0.0,4,7,1370,150.0,1960,0.0,98027,47.5265,-122.05,1840,12500,4,2014
3321,775000.0,4,2.75,2740,6200,1.5,0.0,3.0,4,8,1820,920.0,1947,0.0,98125,47.7084,-122.277,2430,6000,3,2014
3322,702000.0,3,2.5,2190,8528,1.0,0.0,0.0,3,8,1760,430.0,1991,0.0,98033,47.6943,-122.209,2060,9811,2,2015
3323,255500.0,3,1.0,1350,8700,1.5,0.0,0.0,3,6,1350,0.0,1942,0.0,98188,47.4497,-122.289,1300,8700,1,2015
3324,949000.0,4,2.75,2980,42253,1.0,0.0,0.0,4,9,1860,1120.0,1973,0.0,98005,47.6392,-122.163,2980,42253,4,2014
3325,169500.0,2,1.0,790,7450,1.0,0.0,0.0,4,6,790,0.0,1944,0.0,98058,47.4743,-122.17,800,7450,3,2014
3326,586000.0,4,2.25,2130,9000,2.0,0.0,0.0,4,8,2130,0.0,1965,0.0,98006,47.5716,-122.15899999999999,2110,10431,3,2014
3327,680000.0,4,2.5,2700,37431,1.0,0.0,0.0,4,8,1600,1100.0,1978,0.0,98072,47.7258,-122.117,2290,37431,1,2015
3328,851500.0,3,2.0,3200,18184,1.0,0.0,0.0,5,8,2000,1200.0,1977,0.0,98005,47.6034,-122.17200000000001,1670,7416,4,2014
3329,582500.0,2,1.5,1159,4800,1.0,0.0,0.0,3,7,1159,0.0,1948,0.0,98199,47.6592,-122.399,1640,4800,2,2014
3330,637000.0,4,3.5,3080,118918,2.0,0.0,0.0,3,9,3080,0.0,2008,0.0,98019,47.7721,-121.92399999999999,1830,434728,3,2014
3331,225000.0,3,1.0,1000,9295,1.0,0.0,0.0,3,7,1000,0.0,1955,0.0,98146,47.483999999999995,-122.346,1320,13500,1,2015
3332,795000.0,3,3.25,2260,3727,2.0,0.0,0.0,3,8,1880,380.0,2003,0.0,98119,47.6422,-122.361,1600,4800,4,2014
3333,95000.0,1,0.75,760,5746,1.0,0.0,0.0,4,5,760,0.0,1915,0.0,98002,47.3046,-122.215,970,6696,2,2015
3334,772000.0,4,2.5,2500,8680,1.0,0.0,0.0,4,7,1250,1250.0,1958,0.0,98004,47.6073,-122.19200000000001,2140,8680,3,2014
3335,430000.0,5,3.0,2500,5750,1.0,0.0,0.0,3,8,1430,1070.0,1999,0.0,98126,47.551,-122.369,1980,7130,4,2014
3336,799000.0,3,1.5,2210,6300,1.5,0.0,0.0,5,8,2210,0.0,1916,0.0,98144,47.5892,-122.29,2700,6300,2,2014
3337,880000.0,5,2.75,3020,9187,2.0,0.0,0.0,3,9,3020,0.0,2007,0.0,98033,47.6806,-122.167,2250,9675,2,2015
3338,750000.0,4,2.5,3290,7538,2.0,0.0,0.0,3,9,3290,0.0,2004,0.0,98075,47.598,-121.97200000000001,3450,7538,4,2014
3339,2890000.0,4,4.0,5780,7173,2.0,0.0,0.0,3,11,4130,1650.0,2008,0.0,98112,47.6374,-122.288,3930,7994,4,2014
3340,532000.0,3,2.5,1820,4910,2.0,0.0,0.0,3,8,1820,0.0,1993,0.0,98029,47.5703,-121.99600000000001,2090,6668,2,2014
3341,239000.0,2,1.0,1210,9375,1.0,0.0,1.0,4,7,1210,0.0,1952,0.0,98198,47.3865,-122.322,1680,8400,4,2014
3342,460000.0,2,1.5,1090,4000,1.0,0.0,0.0,3,8,970,120.0,1951,0.0,98116,47.5798,-122.39299999999999,1700,4000,2,2014
3343,540000.0,4,2.25,1330,8400,1.5,0.0,0.0,3,8,1330,0.0,1962,0.0,98005,47.6078,-122.169,2270,10146,2,2014
3344,475000.0,2,1.0,890,4590,1.0,0.0,0.0,3,7,890,0.0,1923,0.0,98117,47.6901,-122.36200000000001,1310,4590,2,2014
3345,445000.0,3,1.75,1360,4998,1.0,0.0,0.0,3,8,1360,0.0,1968,0.0,98108,47.547,-122.302,1350,4998,2,2015
3346,1580000.0,5,3.75,4220,9240,2.0,0.0,2.0,5,11,3420,800.0,1991,0.0,98040,47.5895,-122.229,3380,9240,3,2014
3347,549950.0,4,2.5,3780,6800,2.0,0.0,0.0,3,8,3780,0.0,2004,0.0,98038,47.3526,-122.012,3640,7326,2,2015
3348,294950.0,4,2.0,2610,14321,1.5,0.0,0.0,4,6,1690,920.0,1940,0.0,98188,47.4672,-122.296,1630,8599,4,2014
3349,736000.0,3,2.5,1980,2975,3.0,0.0,2.0,3,8,1980,0.0,1993,0.0,98109,47.6294,-122.344,1980,3144,4,2014
3350,214946.0,3,1.75,1290,8688,1.0,0.0,0.0,4,7,1290,0.0,1980,0.0,98042,47.3655,-122.08,1750,9090,2,2015
3351,856000.0,5,3.25,3620,5500,2.0,0.0,2.0,3,9,3620,0.0,2003,0.0,98029,47.5442,-121.99600000000001,3260,5500,4,2014
3352,205000.0,3,1.75,1200,8631,1.0,0.0,0.0,3,7,1200,0.0,1959,0.0,98198,47.3864,-122.30799999999999,1564,8115,1,2015
3353,414250.0,4,1.75,1640,13566,1.0,0.0,0.0,4,7,1120,520.0,1977,0.0,98072,47.7423,-122.09899999999999,1470,13530,1,2015
3354,399950.0,4,2.75,1920,4400,1.0,0.0,0.0,4,6,960,960.0,1906,0.0,98106,47.5532,-122.365,1040,4400,1,2015
3355,319990.0,3,2.25,1840,7326,1.0,0.0,0.0,5,7,1370,470.0,1979,0.0,98031,47.3958,-122.16799999999999,2050,7475,4,2014
3356,349950.0,2,1.0,1050,6317,1.5,0.0,0.0,4,7,1050,0.0,1913,0.0,98019,47.7364,-121.98100000000001,1600,9616,1,2015
3357,889000.0,4,2.5,2570,4480,1.5,0.0,0.0,4,8,1580,990.0,1927,0.0,98105,47.6701,-122.291,2070,4480,4,2014
3358,300000.0,3,1.0,930,5160,1.5,0.0,0.0,5,6,930,0.0,1919,0.0,98106,47.5256,-122.35700000000001,1060,5160,3,2014
3359,395000.0,1,1.0,730,3000,1.0,0.0,0.0,3,7,730,0.0,1911,0.0,98107,47.6741,-122.396,1520,5000,2,2014
3360,830000.0,2,1.0,1150,6000,1.0,0.0,1.0,4,7,710,440.0,1921,0.0,98033,47.6841,-122.213,2450,7200,1,2015
3361,173000.0,2,1.0,820,10450,1.0,0.0,0.0,4,7,820,0.0,1965,0.0,98055,47.4261,-122.199,1240,11200,2,2014
3362,585000.0,4,1.75,3000,42200,1.0,0.0,3.0,3,7,1500,1500.0,1950,0.0,98056,47.5265,-122.20200000000001,2500,9821,2,2014
3363,576750.0,3,2.0,2220,5000,1.0,0.0,0.0,4,7,1110,1110.0,1966,0.0,98116,47.5807,-122.39399999999999,1450,5000,1,2015
3364,495000.0,5,3.25,2500,7620,1.0,0.0,3.0,3,7,1250,1250.0,1962,0.0,98106,47.5298,-122.344,2020,7620,2,2015
3365,216650.0,3,3.5,1540,1427,2.0,0.0,0.0,3,7,1360,180.0,2007,0.0,98109,47.542,-122.322,1220,4000,4,2014
3366,615000.0,4,2.75,2750,15450,1.0,0.0,0.0,3,8,1800,950.0,1978,0.0,98155,47.7749,-122.28299999999999,2750,10620,2,2015
3367,630000.0,3,2.5,2680,327135,2.0,0.0,0.0,3,8,2680,0.0,1995,0.0,98010,47.3783,-122.00299999999999,2020,60080,2,2014
3368,359950.0,4,2.5,3010,5701,2.0,0.0,0.0,3,8,3010,0.0,2003,0.0,98042,47.3492,-122.152,3010,5772,3,2014
3369,265000.0,3,1.5,1530,7500,1.5,0.0,0.0,3,7,1530,0.0,1986,0.0,98038,47.3639,-122.055,2080,11250,4,2014
3370,367000.0,3,2.5,2260,93218,1.0,0.0,2.0,4,6,2260,0.0,1998,0.0,98022,47.2582,-121.935,2180,111078,1,2015
3371,1080000.0,4,2.25,2820,5000,1.5,0.0,2.0,4,9,1800,1020.0,1926,0.0,98122,47.6097,-122.287,2880,6000,2,2015
3372,756000.0,3,2.5,3560,8297,1.0,0.0,2.0,4,8,1650,1910.0,1948,0.0,98199,47.6473,-122.40700000000001,2760,8297,1,2015
3373,535000.0,4,2.5,2880,23994,2.0,0.0,3.0,3,9,2880,0.0,2002,0.0,98022,47.2124,-122.005,2470,17009,1,2015
3374,525000.0,3,3.25,2200,7440,2.0,0.0,0.0,4,7,1710,490.0,1947,0.0,98118,47.5409,-122.26799999999999,1260,6765,1,2015
3375,347500.0,3,1.75,1620,7500,1.0,0.0,0.0,3,7,1220,400.0,1981,0.0,98059,47.4815,-122.162,1470,7938,1,2015
3376,620000.0,3,1.75,1480,2185,2.5,0.0,0.0,3,9,1480,0.0,2005,0.0,98034,47.6945,-122.17,1480,2441,2,2014
3377,645000.0,4,2.5,2250,10696,2.0,0.0,0.0,3,8,2250,0.0,1996,0.0,98006,47.5715,-122.12799999999999,2340,13286,2,2015
3378,2200000.0,4,3.0,3540,11098,2.0,0.0,0.0,3,10,3000,0.0,1940,0.0,98112,47.63399999999999,-122.288,3430,8214,4,2014
3379,432000.0,3,2.0,1400,6380,1.0,0.0,0.0,4,7,700,700.0,1924,0.0,98125,47.7015,-122.316,1690,5800,2,2015
3380,790000.0,3,1.5,2390,4452,2.0,0.0,1.0,3,9,1790,600.0,1929,0.0,98126,47.5826,-122.37799999999999,2610,5000,4,2014
3381,635000.0,4,1.75,2400,10050,1.0,0.0,0.0,5,8,2400,0.0,1957,0.0,98008,47.6339,-122.124,1680,10050,1,2015
3382,442000.0,3,1.5,2050,6384,1.0,0.0,0.0,3,7,1350,700.0,1958,0.0,98126,47.5325,-122.37799999999999,1590,7214,3,2014
3383,490000.0,4,3.0,2640,5267,2.0,0.0,0.0,3,7,2640,0.0,2001,0.0,98065,47.5298,-121.88,2640,5670,2,2015
3384,250000.0,5,1.75,2320,7700,1.0,0.0,0.0,5,7,1290,1030.0,1962,0.0,98001,47.3426,-122.285,1740,7210,3,2014
3385,120000.0,3,1.0,1260,7500,1.0,0.0,0.0,3,6,1260,0.0,1954,0.0,98198,47.4191,-122.33,1260,7500,4,2014
3386,2950000.0,5,4.75,6240,47480,1.0,0.0,3.0,3,11,4610,1630.0,2003,0.0,98040,47.5317,-122.23299999999999,4170,17668,3,2014
3387,325000.0,4,2.5,1930,8458,2.0,0.0,0.0,3,7,1930,0.0,1993,0.0,98038,47.3645,-122.039,1670,9485,3,2014
3388,210000.0,4,1.75,1200,7680,1.0,0.0,0.0,3,7,1200,0.0,1968,0.0,98092,47.3138,-122.19200000000001,1490,7800,2,2014
3389,215000.0,1,1.0,970,7639,1.0,0.0,0.0,4,5,570,400.0,1920,0.0,98166,47.4655,-122.346,1360,7380,2,2015
3390,387000.0,3,1.75,1810,10800,1.0,0.0,0.0,5,8,1210,600.0,1968,0.0,98056,47.5236,-122.184,1800,10800,4,2014
3391,408000.0,3,1.0,1380,7015,1.5,0.0,0.0,4,7,1380,0.0,1925,0.0,98117,47.6987,-122.36,1160,6700,3,2014
3392,410000.0,3,1.0,1470,6500,1.0,0.0,0.0,4,7,1470,0.0,1953,0.0,98166,47.473,-122.36200000000001,1470,9300,3,2014
3393,390000.0,3,1.0,1010,7920,1.0,0.0,0.0,3,6,1010,0.0,1925,0.0,98126,47.5249,-122.37,1520,7560,1,2015
3394,357000.0,3,1.5,1340,11744,1.0,0.0,0.0,2,7,1340,0.0,1950,0.0,98146,47.4947,-122.36,2020,13673,4,2014
3395,215000.0,3,1.0,970,7275,1.0,0.0,0.0,4,7,970,0.0,1970,0.0,98031,47.4006,-122.18799999999999,1750,7200,2,2014
3396,265000.0,3,1.0,1122,6554,1.5,0.0,0.0,3,5,1122,0.0,1900,0.0,98118,47.5135,-122.257,1610,5650,1,2015
3397,589950.0,3,2.75,1670,1350,3.0,0.0,0.0,3,9,1350,320.0,2014,0.0,98116,47.5763,-122.40799999999999,1520,4800,4,2014
3398,440000.0,3,1.75,2840,16851,1.0,0.0,3.0,3,8,1600,1240.0,1950,0.0,98155,47.7458,-122.287,2650,11063,1,2015
3399,248000.0,2,1.0,770,8600,1.0,0.0,0.0,4,4,770,0.0,1914,0.0,98027,47.5325,-122.031,1420,6960,2,2015
3400,730000.0,3,2.25,2040,130680,2.0,0.0,0.0,3,9,2040,0.0,1977,0.0,98072,47.7584,-122.13600000000001,3080,39630,3,2014
3401,425000.0,4,2.5,3052,12145,2.0,0.0,0.0,3,8,3052,0.0,2004,0.0,98003,47.2598,-122.304,2767,8604,1,2015
3402,680000.0,3,2.5,2620,14248,2.0,0.0,0.0,4,8,1830,790.0,1977,0.0,98004,47.6281,-122.194,2620,12343,3,2014
3403,341500.0,5,2.25,3120,10400,2.0,0.0,0.0,3,8,3120,0.0,1980,0.0,98023,47.3097,-122.34,2160,8267,1,2015
3404,395000.0,2,1.0,1100,3975,1.0,0.0,0.0,3,7,900,200.0,1950,0.0,98105,47.6701,-122.286,1110,4280,2,2015
3405,1230000.0,4,2.75,3410,95396,1.5,0.0,0.0,4,10,3410,0.0,1962,0.0,98005,47.6547,-122.15799999999999,3721,35352,3,2014
3406,695500.0,5,2.75,2510,9180,1.0,0.0,1.0,4,8,1600,910.0,1975,0.0,98052,47.6389,-122.098,2650,9780,3,2014
3407,308000.0,3,1.75,1680,8629,1.0,0.0,0.0,3,8,1200,480.0,1977,0.0,98198,47.3662,-122.319,1990,8400,4,2014
3408,422500.0,3,2.0,1960,6450,1.0,0.0,0.0,4,7,1000,960.0,1977,0.0,98038,47.3972,-122.029,1660,20720,1,2015
3409,418000.0,2,1.0,1040,6900,1.0,0.0,0.0,4,7,1040,0.0,1915,0.0,98136,47.5411,-122.391,1620,6280,2,2015
3410,385000.0,5,1.5,1750,9780,1.5,0.0,0.0,4,7,1750,0.0,1961,0.0,98028,47.7755,-122.235,1750,10295,4,2014
3411,876650.0,3,3.25,2170,12508,1.5,0.0,0.0,5,9,1650,520.0,1928,1970.0,98040,47.5665,-122.229,2720,21070,2,2014
3412,450000.0,3,2.5,1639,2710,2.0,0.0,0.0,3,8,1479,160.0,2003,0.0,98144,47.5924,-122.294,1580,1733,3,2014
3413,418800.0,4,2.25,2100,9984,1.0,0.0,0.0,4,7,1290,810.0,1973,0.0,98028,47.7365,-122.242,1930,10511,2,2014
3414,330000.0,2,1.0,880,1753,2.0,0.0,0.0,4,7,880,0.0,1945,0.0,98199,47.6475,-122.397,1010,1748,4,2014
3415,550000.0,3,1.75,1940,8376,1.0,0.0,0.0,4,8,1290,650.0,1963,0.0,98006,47.5586,-122.17299999999999,2400,8674,2,2015
3416,270000.0,4,2.5,2490,11650,1.0,0.0,0.0,3,7,1390,1100.0,1990,0.0,98148,47.4416,-122.33200000000001,2010,10495,4,2014
3417,978500.0,3,2.25,2060,7080,2.0,0.0,0.0,3,9,1800,260.0,1940,0.0,98199,47.6455,-122.40899999999999,3070,7500,2,2015
3418,975000.0,4,2.5,2720,10455,2.0,0.0,2.0,3,10,2500,220.0,1981,0.0,98006,47.5564,-122.15799999999999,3240,12348,3,2014
3419,455000.0,3,2.25,2180,6850,1.0,0.0,0.0,3,7,1750,430.0,1973,0.0,98034,47.7246,-122.21700000000001,1740,7016,3,2014
3420,1420000.0,4,3.25,3600,38016,2.0,0.0,2.0,3,11,3310,290.0,1991,0.0,98034,47.7124,-122.25299999999999,2440,22693,4,2014
3421,220000.0,2,1.0,840,9000,1.0,0.0,0.0,5,6,840,0.0,1951,0.0,98168,47.5033,-122.329,1350,10400,2,2015
3422,490000.0,3,2.0,2370,12196,2.0,0.0,0.0,4,7,2370,0.0,1970,0.0,98033,47.6734,-122.176,1380,12196,3,2014
3423,420000.0,4,2.25,2270,9100,2.0,0.0,0.0,3,7,2270,0.0,1978,0.0,98034,47.7242,-122.17,1710,7910,2,2015
3424,408500.0,4,2.5,2720,7043,2.0,0.0,0.0,3,9,2720,0.0,2003,0.0,98092,47.3315,-122.169,2640,6958,4,2014
3425,716000.0,3,1.5,1140,4800,1.5,0.0,0.0,3,7,1140,0.0,1915,0.0,98109,47.6368,-122.354,1260,4800,1,2015
3426,965000.0,4,2.5,2460,5000,2.0,0.0,0.0,5,8,1620,840.0,1938,0.0,98112,47.6282,-122.29299999999999,2320,5000,2,2014
3427,357823.0,3,1.5,1240,9196,1.0,0.0,0.0,3,8,1240,0.0,1968,0.0,98072,47.7562,-122.094,1690,10800,1,2015
3428,7060000.0,5,4.5,10040,37325,2.0,1.0,2.0,3,11,7680,2360.0,1940,2001.0,98004,47.65,-122.214,3930,25449,2,2014
3429,425000.0,3,2.25,1670,9500,1.0,0.0,0.0,3,7,1170,500.0,1977,0.0,98125,47.7253,-122.309,1470,9500,3,2014
3430,711777.0,4,1.75,2220,6731,1.0,0.0,0.0,4,7,1110,1110.0,1953,0.0,98116,47.5691,-122.391,1600,6350,2,2015
3431,575000.0,2,1.75,2770,19700,2.0,0.0,0.0,3,8,1780,990.0,1983,0.0,98177,47.7581,-122.365,2360,9700,3,2014
3432,1210000.0,4,2.75,4250,10925,2.0,0.0,0.0,3,10,4250,0.0,2003,0.0,98059,47.5297,-122.14,4650,11544,2,2015
3433,431500.0,2,2.0,1370,4866,1.0,0.0,0.0,3,8,1370,0.0,2005,0.0,98053,47.70399999999999,-122.012,1365,4784,3,2014
3434,475000.0,3,1.5,1480,13457,1.0,0.0,0.0,3,7,1480,0.0,1959,0.0,98007,47.5914,-122.13600000000001,2100,10517,3,2014
3435,1500000.0,4,3.75,3770,4000,2.5,0.0,0.0,5,9,2890,880.0,1916,0.0,98122,47.6157,-122.287,2800,5000,4,2014
3436,540000.0,6,3.0,2870,206474,2.0,0.0,0.0,3,7,2330,540.0,1960,1985.0,98042,47.401,-122.095,2380,59677,4,2014
3437,775000.0,3,2.5,3820,35016,2.0,0.0,0.0,4,9,3820,0.0,1987,0.0,98053,47.6496,-122.041,3010,35190,4,2014
3438,635000.0,3,2.5,1530,2978,1.0,0.0,0.0,3,7,1210,320.0,1997,0.0,98117,47.6796,-122.39,1640,5100,3,2014
3439,405000.0,3,2.25,1590,7267,1.0,0.0,0.0,4,7,1100,490.0,1976,0.0,98133,47.7457,-122.33200000000001,2060,8336,3,2014
