,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,lat,long,sqft_living15,sqft_lot15,total_sqft,total_sqft_inside,age_when_sold
4628,180000.0,3,1.0,1010,8581,1.0,1010,47.3043,-122.21600000000001,1060,10354,9591,1010.0,94
4629,176250.0,4,2.0,1440,6702,1.0,1440,47.3056,-122.21700000000001,1030,6702,8142,1440.0,49
4630,370000.0,6,2.75,3240,5750,1.0,2160,47.3054,-122.221,1230,5750,8990,3240.0,65
4631,250000.0,3,1.75,1770,8868,1.0,1770,47.3188,-122.212,1630,9706,10638,1770.0,55
4632,208000.0,3,1.0,1020,6120,1.0,1020,47.278,-122.205,1370,8000,7140,1020.0,48
4633,183000.0,3,1.75,1070,8100,1.0,1070,47.2853,-122.22,1260,8100,9170,1070.0,57
4634,210000.0,2,2.0,1680,5756,2.0,1680,47.3065,-122.22200000000001,1340,5447,7436,1680.0,104
4635,300000.0,6,3.0,2400,9373,2.0,2400,47.3262,-122.214,2060,7316,11773,2400.0,24
4636,175000.0,2,1.0,1020,5130,1.0,1020,47.301,-122.226,1200,6497,6150,1020.0,66
4637,161500.0,3,1.0,1220,6000,1.0,1220,47.2811,-122.214,1420,13137,7220,1220.0,53
4639,250750.0,5,1.75,2140,12058,1.0,2140,47.3167,-122.214,1640,10125,14198,2140.0,63
4640,219950.0,3,1.5,1070,6601,1.0,1070,47.3115,-122.209,1030,6614,7671,1070.0,30
4641,255000.0,3,1.75,2190,6000,1.5,2190,47.3063,-122.223,1610,6000,8190,2190.0,95
4642,257200.0,3,2.0,1850,8250,1.0,1150,47.3066,-122.209,1580,7153,10100,1850.0,62
4643,222000.0,3,2.0,1200,6074,1.0,1200,47.325,-122.205,1430,6338,7274,1200.0,46
4644,213500.0,3,1.0,1220,6000,1.0,1220,47.3245,-122.209,1420,6000,7220,1220.0,46
4645,188200.0,3,1.0,1260,7265,1.0,1260,47.2979,-122.22399999999999,940,7200,8525,1260.0,61
4647,276000.0,4,2.25,2460,11250,1.0,2460,47.3182,-122.212,1630,10216,13710,2460.0,55
4648,125000.0,3,1.0,920,7276,1.0,920,47.285,-122.211,1120,7276,8196,920.0,53
4649,245000.0,4,1.5,2010,7561,1.5,1890,47.31100000000001,-122.227,1420,6564,9571,2010.0,93
4650,270000.0,5,2.5,2630,8470,1.5,2630,47.2863,-122.196,1780,8575,11100,2630.0,46
4651,285000.0,3,1.75,1600,7500,1.0,1600,47.2831,-122.199,1620,7461,9100,1600.0,17
4652,183000.0,3,1.5,1280,4366,2.0,1280,47.335,-122.215,1280,4366,5646,1280.0,29
4653,156000.0,2,1.0,920,5889,1.0,920,47.3012,-122.21799999999999,1210,6180,6809,920.0,65
4654,238000.0,4,1.75,1650,6900,1.0,910,47.2802,-122.211,1540,7645,8550,1650.0,36
4655,245000.0,3,2.0,1490,7929,1.0,1490,47.2875,-122.21799999999999,1650,7929,9419,1490.0,25
4656,248500.0,3,1.75,2090,12026,1.0,2090,47.3095,-122.21700000000001,1700,9496,14116,2090.0,66
4657,195000.0,3,1.75,1070,6110,1.0,1070,47.3249,-122.20700000000001,1350,6148,7180,1070.0,47
4658,199950.0,3,1.75,1550,6225,1.0,1550,47.3098,-122.21799999999999,1760,9496,7775,1550.0,65
4659,233500.0,3,1.5,1580,10517,1.0,1580,47.2903,-122.214,1400,10658,12097,1580.0,57
4660,150000.0,2,1.0,720,4120,1.0,720,47.303000000000004,-122.21700000000001,940,6180,4840,720.0,99
4661,215000.0,3,1.5,1280,5065,2.0,1280,47.3343,-122.21700000000001,1070,4491,6345,1280.0,31
4662,257500.0,4,2.0,2060,6400,1.0,1170,47.2924,-122.197,1890,8736,8460,2060.0,38
4663,111300.0,2,1.0,1060,6000,1.0,1060,47.3066,-122.223,940,6000,7060,1060.0,107
4664,142500.0,1,1.0,690,6825,1.0,690,47.3109,-122.225,1330,5381,7515,690.0,98
4665,269000.0,4,2.5,1594,7665,1.0,1088,47.3262,-122.211,1536,6000,9259,1594.0,39
4666,230000.0,4,1.5,1520,8800,1.0,1520,47.3136,-122.208,1370,8800,10320,1520.0,54
4667,239000.0,4,1.75,1500,12560,1.0,1000,47.2918,-122.197,1700,9020,14060,1500.0,37
4668,197000.0,3,1.0,1090,17630,1.0,1090,47.288000000000004,-122.196,1300,12000,18720,1090.0,52
4669,225500.0,2,1.75,1590,11276,1.0,1590,47.3177,-122.21,1750,10687,12866,1590.0,42
4670,279950.0,4,2.75,2420,8700,1.5,2420,47.3109,-122.229,1070,4804,11120,2420.0,101
4671,286285.0,4,2.25,1980,9714,1.0,1170,47.3207,-122.209,1610,9272,11694,1980.0,37
4672,194900.0,2,1.0,810,6697,1.0,810,47.3057,-122.21600000000001,1140,6695,7507,810.0,91
4673,187000.0,3,1.5,1280,4452,2.0,1280,47.3344,-122.21600000000001,1070,4366,5732,1280.0,29
4674,224950.0,4,2.5,2260,9686,1.0,1520,47.286,-122.21799999999999,1750,9916,11946,2260.0,49
4675,135000.0,2,1.0,780,6685,1.0,780,47.305,-122.215,880,6695,7465,780.0,66
4676,330000.0,2,1.5,1440,11954,1.0,1440,47.2909,-122.219,1460,9730,13394,1440.0,37
4677,319450.0,5,2.0,2250,5472,1.5,1750,47.3065,-122.219,1540,5472,7722,2250.0,84
4678,292500.0,3,2.5,2095,3438,2.0,2095,47.3523,-122.213,1805,3402,5533,2095.0,7
4679,245000.0,3,1.0,990,9599,1.0,990,47.2934,-122.215,1216,10364,10589,990.0,56
4680,186000.0,3,2.0,1340,4320,1.0,920,47.299,-122.228,980,6480,5660,1340.0,102
4681,389000.0,6,4.5,3560,14010,2.0,3560,47.3244,-122.21700000000001,1710,11116,17570,3560.0,26
4682,288000.0,3,2.25,1560,9706,1.0,1560,47.3191,-122.213,1510,9706,11266,1560.0,52
4683,224000.0,3,1.5,1480,10588,1.0,1480,47.2872,-122.212,1370,10588,12068,1480.0,57
4684,236000.0,3,1.75,1330,6301,1.0,1330,47.3411,-122.219,1330,6144,7631,1330.0,16
4685,200000.0,3,1.0,1150,4800,1.5,1150,47.3101,-122.212,1310,9510,5950,1150.0,76
4687,305000.0,4,2.25,2050,12581,2.0,2050,47.3215,-122.204,1620,7400,14631,2050.0,36
4688,160000.0,3,1.0,1060,8000,1.0,1060,47.305,-122.21799999999999,1060,4697,9060,1060.0,87
4689,200000.0,3,2.25,1230,7420,1.5,1230,47.3184,-122.22,1260,7556,8650,1230.0,101
4690,112000.0,1,1.0,1080,3230,1.0,1080,47.3075,-122.21700000000001,1210,5760,4310,1080.0,51
4691,235000.0,3,1.0,1864,6978,1.0,1864,47.285,-122.206,990,8000,8842,1864.0,57
4692,225000.0,4,1.75,1420,10300,2.0,1420,47.3121,-122.215,1420,10300,11720,1420.0,65
4693,215000.0,4,2.5,1960,11600,1.0,980,47.2898,-122.22200000000001,1160,7685,13560,1960.0,83
4694,208000.0,3,1.0,920,7314,1.0,920,47.2892,-122.22,1010,7420,8234,920.0,55
4695,250000.0,4,2.0,2170,5404,1.5,1470,47.3046,-122.22,1030,5477,7574,2170.0,95
4696,205000.0,3,1.0,1010,8800,1.0,1010,47.2761,-122.208,1550,7700,9810,1010.0,46
4697,184500.0,3,1.5,1280,3640,2.0,1280,47.333999999999996,-122.214,1150,4105,4920,1280.0,32
4698,195000.0,2,1.0,1280,7861,1.0,1280,47.3007,-122.228,1020,6480,9141,1280.0,101
4699,222000.0,3,1.0,990,7520,1.0,990,47.285,-122.20700000000001,990,7440,8510,990.0,57
4700,207000.0,3,1.0,990,10800,1.0,990,47.293,-122.215,1060,10364,11790,990.0,56
4701,269950.0,3,1.75,1760,12823,1.0,1460,47.2868,-122.21,1450,10800,14583,1760.0,58
4702,189000.0,2,2.0,1700,3171,1.0,850,47.3025,-122.22399999999999,1380,5906,4871,1700.0,87
4703,255000.0,5,1.75,1970,8925,1.0,1170,47.2925,-122.196,1910,8025,10895,1970.0,37
4704,185000.0,3,1.5,1280,4031,2.0,1280,47.3342,-122.215,1150,4500,5311,1280.0,29
4705,250000.0,3,2.25,1640,4420,2.0,1640,47.31100000000001,-122.21,1230,6632,6060,1640.0,96
4706,294400.0,4,2.5,1788,10183,2.0,1788,47.2883,-122.21799999999999,1700,6600,11971,1788.0,24
4707,140000.0,3,1.0,1090,10114,1.0,1090,47.2975,-122.223,1380,7800,11204,1090.0,59
4708,249500.0,4,1.5,2120,8554,1.0,1170,47.2933,-122.195,1790,8554,10674,2120.0,38
4709,128750.0,3,1.0,880,7004,1.0,880,47.3019,-122.21600000000001,880,7828,7884,880.0,64
4710,190000.0,3,1.0,1200,8316,1.0,1200,47.3231,-122.215,1250,8316,9516,1200.0,61
4711,292000.0,4,2.75,2910,7712,1.0,1600,47.2842,-122.198,2220,6649,10622,2910.0,16
4712,250000.0,3,2.5,2070,8400,2.0,2070,47.3099,-122.206,2070,9239,10470,2070.0,24
4713,246000.0,5,1.75,2030,10200,1.0,2030,47.2867,-122.209,1760,11550,12230,2030.0,57
4714,150000.0,2,1.0,1250,5208,1.0,1050,47.3063,-122.219,1030,5354,6458,1250.0,64
4715,247200.0,3,1.5,1910,10583,1.5,1910,47.2782,-122.212,1770,9068,12493,1910.0,92
4716,220000.0,4,1.75,1530,18400,1.5,1530,47.32899999999999,-122.219,1620,13535,19930,1530.0,76
4717,269950.0,4,3.0,2390,7309,2.0,2390,47.294,-122.21799999999999,930,7308,9699,2390.0,70
4718,160000.0,2,1.0,1070,4200,1.0,1070,47.3336,-122.215,1150,4200,5270,1070.0,32
4719,275000.0,3,2.25,1640,6044,2.0,1640,47.2844,-122.205,1600,7418,7684,1640.0,18
4720,179500.0,3,1.0,900,8100,1.0,900,47.2866,-122.221,1000,7830,9000,900.0,56
4721,250000.0,3,1.75,1160,6134,1.0,1160,47.3414,-122.21799999999999,1330,6301,7294,1160.0,16
4722,167000.0,3,1.5,1280,5547,2.0,1280,47.3344,-122.215,1150,4500,6827,1280.0,29
4723,255000.0,3,1.75,1590,7810,1.0,1590,47.2932,-122.22,1470,7810,9400,1590.0,56
4724,270000.0,4,2.75,1990,7252,1.0,1270,47.2839,-122.20200000000001,2100,7535,9242,1990.0,15
4725,270000.0,3,2.5,1720,8550,1.0,1720,47.2837,-122.20700000000001,1460,8550,10270,1720.0,47
4726,288000.0,5,2.75,2790,4807,1.5,2140,47.3098,-122.223,1056,4807,7597,2790.0,65
4727,209950.0,3,1.5,1180,7300,1.0,1180,47.2857,-122.197,2030,8424,8480,1180.0,46
4728,235000.0,3,2.0,1110,8724,1.0,1110,47.3056,-122.206,1390,7750,9834,1110.0,24
4729,268000.0,3,1.75,1600,7711,1.0,1600,47.284,-122.20200000000001,2100,7711,9311,1600.0,15
4730,223000.0,3,1.75,1340,7473,1.0,1340,47.3087,-122.206,1510,8240,8813,1340.0,41
4731,208000.0,3,1.0,1300,7420,1.0,1300,47.2899,-122.219,1250,7420,8720,1300.0,55
4732,195500.0,4,1.0,1230,8636,1.5,1230,47.3231,-122.219,1168,8316,9866,1230.0,60
4733,265000.0,5,2.75,2920,5250,1.5,1800,47.3072,-122.221,1220,5250,8170,2920.0,103
4734,292000.0,4,2.75,2414,7693,2.0,2414,47.3046,-122.22200000000001,1500,7177,10107,2414.0,8
4736,180000.0,3,2.0,1670,7056,1.0,1670,47.3139,-122.212,1330,8415,8726,1670.0,56
4737,250000.0,4,1.0,1320,11212,1.0,1320,47.3098,-122.209,1060,6766,12532,1320.0,101
4738,367500.0,4,2.0,1960,16015,1.0,1960,47.33,-122.22,1960,16015,17975,1960.0,34
4739,205000.0,3,1.0,960,7314,1.0,960,47.2891,-122.221,990,7314,8274,960.0,54
4740,202500.0,3,2.0,1540,8316,1.0,1540,47.323,-122.21600000000001,1250,8316,9856,1540.0,60
4741,257000.0,3,2.5,1740,3721,2.0,1740,47.3363,-122.213,2030,3794,5461,1740.0,5
4742,201000.0,3,1.0,900,7576,1.0,900,47.2881,-122.22,1220,7452,8476,900.0,56
4743,190000.0,3,1.0,1510,8760,1.0,1510,47.3015,-122.21600000000001,1040,7828,10270,1510.0,69
4744,163500.0,3,1.0,940,7200,1.0,940,47.2979,-122.223,1090,7800,8140,940.0,60
4746,137000.0,3,1.0,1300,10125,1.0,1300,47.2921,-122.215,1300,10125,11425,1300.0,56
4747,315000.0,4,3.0,2210,4191,2.0,2210,47.2959,-122.225,890,4288,6401,2210.0,11
4748,265000.0,4,1.75,1900,10588,1.0,1900,47.288999999999994,-122.212,1530,10587,12488,1900.0,56
4749,219000.0,3,1.0,1080,10639,1.5,1080,47.3171,-122.219,1470,10600,11719,1080.0,61
4750,235000.0,4,1.75,1920,9350,1.0,1000,47.292,-122.195,1910,8400,11270,1920.0,38
4751,219500.0,3,1.0,1090,6710,1.5,1090,47.3066,-122.21700000000001,1170,6708,7800,1090.0,102
4752,217000.0,3,2.5,1340,4200,2.0,1340,47.2942,-122.226,990,4520,5540,1340.0,13
4753,206000.0,3,1.0,1320,7000,1.0,1320,47.2787,-122.205,1260,7455,8320,1320.0,47
4754,230000.0,4,3.0,1680,6003,1.0,1150,47.2885,-122.21799999999999,1820,6207,7683,1680.0,17
4755,279950.0,3,1.75,1930,7267,1.0,1330,47.3217,-122.205,1600,7698,9197,1930.0,37
4756,315000.0,4,2.25,2550,9736,1.0,2550,47.3193,-122.212,1770,9686,12286,2550.0,48
4757,235000.0,4,1.5,1920,11595,1.0,1920,47.2858,-122.212,1400,10550,13515,1920.0,53
4758,148900.0,4,1.75,1700,6000,1.0,1700,47.3252,-122.208,1280,6000,7700,1700.0,47
4759,229500.0,3,1.0,1230,6000,1.0,1230,47.3256,-122.209,1240,6000,7230,1230.0,47
4760,219200.0,3,2.0,1680,7000,1.5,1680,47.2775,-122.20299999999999,1540,7480,8680,1680.0,46
4761,206000.0,4,2.0,1700,6025,1.0,1700,47.3029,-122.221,1320,5956,7725,1700.0,36
4762,237950.0,3,1.75,1310,7314,1.0,1310,47.2888,-122.221,1010,7314,8624,1310.0,55
4763,247500.0,3,2.25,1620,6000,1.0,1280,47.2835,-122.2,1710,6318,7620,1620.0,17
4764,232603.0,3,1.75,1750,11461,2.0,1750,47.3173,-122.21,2140,11276,13211,1750.0,38
4765,234000.0,3,2.0,1640,5280,1.5,1640,47.3089,-122.213,1160,7875,6920,1640.0,104
4766,185000.0,3,1.0,1320,7155,1.0,1320,47.2857,-122.22,1070,8100,8475,1320.0,53
4767,260000.0,6,2.0,2220,8797,1.0,2220,47.2977,-122.227,1170,5123,11017,2220.0,37
4768,229950.0,4,1.5,1570,6717,1.0,1570,47.306999999999995,-122.21700000000001,1140,6716,8287,1570.0,103
4769,193000.0,3,1.0,960,10761,1.0,960,47.2819,-122.22399999999999,960,10761,11721,960.0,52
4770,329900.0,4,2.75,2475,4000,2.0,2475,47.3452,-122.209,2475,4000,6475,2475.0,0
4771,319500.0,4,2.5,2730,4962,2.0,2730,47.3363,-122.21600000000001,2150,3802,7692,2730.0,9
4772,319900.0,4,2.75,2475,4276,2.0,2475,47.345,-122.21,2475,4000,6751,2475.0,0
4773,292000.0,4,3.0,1984,4460,2.0,1984,47.3532,-122.211,2095,3402,6444,1984.0,2
4774,285000.0,3,2.5,2437,5136,2.0,2437,47.3517,-122.21,2437,4614,7573,2437.0,3
4775,260000.0,3,2.25,1489,2800,2.0,1489,47.3452,-122.215,1584,3200,4289,1489.0,4
4776,240000.0,3,2.25,1481,2820,2.0,1481,47.3457,-122.21700000000001,1481,3028,4301,1481.0,2
4777,298000.0,3,2.5,1852,4000,2.0,1852,47.3455,-122.21,2166,4000,5852,1852.0,0
4778,289950.0,3,2.5,2099,4275,2.0,2099,47.3521,-122.211,2099,4275,6374,2099.0,5
4779,300000.0,6,3.0,2744,9926,2.0,2744,47.2773,-122.21600000000001,2470,9926,12670,2744.0,8
4780,267000.0,3,2.25,1584,2800,2.0,1584,47.3454,-122.214,1584,2800,4384,1584.0,2
4781,319900.0,4,2.75,2475,4000,2.0,2475,47.3452,-122.21,2166,4000,6475,2475.0,0
4782,265000.0,3,2.25,1489,2800,2.0,1489,47.3454,-122.214,1584,2800,4289,1489.0,3
4783,273500.0,3,2.5,1550,3402,2.0,1550,47.3523,-122.212,2095,3402,4952,1550.0,5
4784,297000.0,4,2.5,2230,4952,2.0,2230,47.3363,-122.211,2030,3721,7182,2230.0,3
4785,255900.0,3,2.5,1489,3266,2.0,1489,47.3452,-122.21700000000001,1537,3273,4755,1489.0,0
4786,261000.0,3,2.25,1584,2800,2.0,1584,47.3451,-122.214,1584,2800,4384,1584.0,2
4787,282900.0,4,2.5,1710,3500,2.0,1710,47.3448,-122.21700000000001,1710,3500,5210,1710.0,0
4788,298900.0,3,2.5,1852,4000,2.0,1852,47.3451,-122.209,2475,4000,5852,1852.0,0
4789,300000.0,4,3.0,1984,4419,2.0,1984,47.3514,-122.213,2440,4418,6403,1984.0,5
4791,260000.0,4,2.5,2150,3721,2.0,2150,47.3363,-122.21700000000001,2150,3721,5871,2150.0,8
4792,223990.0,2,2.25,1061,2884,2.0,1061,47.346000000000004,-122.21799999999999,1481,2887,3945,1061.0,2
4793,250000.0,3,2.25,1481,2820,2.0,1481,47.3457,-122.21700000000001,1481,2889,4301,1481.0,3
4794,259000.0,3,2.5,1550,3569,2.0,1550,47.3528,-122.211,2095,3402,5119,1550.0,3
4795,335900.0,4,2.75,2475,4000,2.0,2475,47.345,-122.209,2475,4000,6475,2475.0,0
4796,385000.0,4,1.75,1620,4980,1.0,860,47.7025,-122.34100000000001,1400,4980,6600,1620.0,67
4797,280000.0,2,1.5,1190,1265,3.0,1190,47.7274,-122.35700000000001,1390,1756,2455,1190.0,9
4798,410000.0,3,1.0,1410,5060,1.0,910,47.7073,-122.34,1130,5693,6470,1410.0,58
4799,420000.0,3,1.0,1060,8097,1.0,940,47.7144,-122.351,1560,7940,9157,1060.0,92
4800,400000.0,3,2.5,2180,7508,1.0,1420,47.7606,-122.336,1900,7818,9688,2180.0,52
4801,464000.0,6,3.0,2300,3404,2.0,1600,47.7067,-122.34299999999999,1560,1312,5704,2300.0,94
4802,487000.0,3,2.0,2590,14052,1.0,1720,47.7357,-122.333,1570,8162,16642,2590.0,67
4803,265000.0,3,1.75,1420,8250,1.0,1420,47.7535,-122.354,1740,8000,9670,1420.0,60
4804,530000.0,4,2.25,2180,10754,1.0,1100,47.7711,-122.34100000000001,1810,6929,12934,2180.0,61
4805,423000.0,4,2.25,2200,9351,1.0,1290,47.7448,-122.333,1910,8660,11551,2200.0,53
4806,330000.0,3,1.0,980,7000,1.0,980,47.7617,-122.35700000000001,1220,7000,7980,980.0,61
4807,465000.0,3,1.75,1480,6360,1.0,1480,47.7311,-122.353,1480,6360,7840,1480.0,60
4808,290000.0,4,1.0,1330,8184,1.5,1330,47.7343,-122.34700000000001,1220,660,9514,1330.0,65
4809,300000.0,2,1.0,1100,7680,1.0,1100,47.7439,-122.339,1460,7680,8780,1100.0,65
4810,515000.0,5,3.0,2530,5105,1.0,1520,47.7546,-122.34100000000001,2290,4011,7635,2530.0,10
4811,325000.0,3,1.0,990,6750,1.0,990,47.7125,-122.331,1440,6860,7740,990.0,67
4812,306000.0,3,1.5,1220,1086,3.0,1220,47.7049,-122.353,1220,1422,2306,1220.0,7
4813,320000.0,3,1.5,1240,1221,2.0,1050,47.7073,-122.35600000000001,1180,887,2461,1240.0,5
4814,429950.0,4,1.0,1760,7216,1.0,1090,47.7041,-122.355,1180,3844,8976,1760.0,67
4815,287500.0,3,1.0,1810,7200,1.0,1130,47.7493,-122.351,1810,8100,9010,1810.0,60
4816,320000.0,3,1.0,1340,5175,1.0,940,47.7321,-122.34,1020,5500,6515,1340.0,27
4817,359000.0,2,2.75,1370,1140,2.0,1080,47.7052,-122.34299999999999,1370,1090,2510,1370.0,6
4818,275000.0,3,1.5,1410,9000,1.0,1410,47.7635,-122.35,1910,7214,10410,1410.0,61
4819,325000.0,3,1.0,1040,7541,1.0,1040,47.7565,-122.339,1140,6100,8581,1040.0,64
4820,285000.0,2,1.5,990,1380,3.0,990,47.7218,-122.35600000000001,1050,1380,2370,990.0,14
4821,439995.0,3,1.75,1570,8400,1.0,1570,47.76,-122.34,1860,8639,9970,1570.0,55
4822,343000.0,2,1.0,1230,7560,1.0,1230,47.7298,-122.34,1270,7560,8790,1230.0,53
4823,399000.0,5,2.0,2620,7030,1.0,1420,47.7338,-122.352,1360,7964,9650,2620.0,49
4824,320000.0,3,1.75,2300,12000,1.0,1770,47.7599,-122.34299999999999,2030,6000,14300,2300.0,72
4825,729953.0,5,3.0,3230,5167,1.5,2000,47.7053,-122.34,1509,1626,8397,3230.0,106
4826,450000.0,4,2.25,2040,9565,1.0,1400,47.7356,-122.335,1890,8580,11605,2040.0,56
4827,215000.0,2,1.0,1010,6000,1.0,1010,47.771,-122.353,1610,7313,7010,1010.0,70
4828,415000.0,3,1.5,1510,16800,1.0,1510,47.75100000000001,-122.338,1560,7276,18310,1510.0,59
4829,293000.0,3,1.0,1020,7650,1.0,1020,47.7198,-122.352,1440,7650,8670,1020.0,74
4830,520500.0,6,2.5,1880,14350,1.0,1640,47.7556,-122.352,1510,9840,16230,1880.0,60
4831,355000.0,3,1.0,1240,5400,1.0,1060,47.7115,-122.355,1429,5400,6640,1240.0,74
4832,480000.0,3,2.5,2360,9005,1.0,1340,47.7076,-122.337,1520,9005,11365,2360.0,85
4833,275000.0,2,1.0,1180,6552,1.0,1180,47.7477,-122.34200000000001,1070,7200,7732,1180.0,65
4834,365000.0,2,1.0,990,8250,1.0,990,47.7252,-122.331,1080,8168,9240,990.0,59
4835,339950.0,3,2.0,1340,10200,1.5,1340,47.7756,-122.351,1420,10200,11540,1340.0,61
4836,460000.0,4,1.75,1870,8663,1.0,1870,47.7366,-122.35,1560,7800,10533,1870.0,66
4837,369950.0,2,2.75,1370,1140,2.0,1080,47.7053,-122.34200000000001,1370,1090,2510,1370.0,6
4838,415000.0,2,1.0,1510,6807,1.0,1090,47.71100000000001,-122.353,1460,6807,8317,1510.0,75
4839,403500.0,4,2.75,2400,3844,1.0,1200,47.7027,-122.34700000000001,1100,3844,6244,2400.0,40
4840,290000.0,2,1.0,1340,9840,1.0,1340,47.7202,-122.339,1610,8949,11180,1340.0,65
4841,254000.0,2,1.0,1060,8187,1.0,1060,47.7508,-122.34899999999999,1260,8188,9247,1060.0,62
4842,233000.0,2,2.25,850,1656,2.0,850,47.7064,-122.344,850,1312,2506,850.0,13
4843,408000.0,2,1.0,810,7440,1.0,810,47.7346,-122.352,830,7500,8250,810.0,66
4844,345000.0,2,1.0,970,10423,1.0,970,47.7252,-122.331,1200,7857,11393,970.0,67
4845,275000.0,3,2.25,1260,1488,3.0,1260,47.7071,-122.336,1190,1095,2748,1260.0,5
4846,543000.0,4,2.5,2060,8451,2.0,2060,47.7168,-122.333,2060,9460,10511,2060.0,19
4847,359950.0,3,1.0,1400,4980,1.0,950,47.7041,-122.34,990,4980,6380,1400.0,71
4848,343000.0,3,3.25,1210,1173,2.0,1000,47.7114,-122.35600000000001,1650,1493,2383,1210.0,12
4849,374150.0,3,1.75,1390,9585,1.0,1390,47.751999999999995,-122.35,1240,8188,10975,1390.0,41
4850,549950.0,3,2.5,2160,6288,2.0,2160,47.7655,-122.35,1830,7600,8448,2160.0,19
4851,435000.0,4,2.0,2030,4033,2.0,1630,47.7056,-122.34200000000001,1350,1340,6063,2030.0,90
4852,476000.0,3,2.25,1570,7187,1.0,1170,47.7604,-122.35600000000001,1660,8775,8757,1570.0,35
4853,296000.0,2,1.0,1370,8400,1.0,1370,47.7344,-122.336,1330,8396,9770,1370.0,67
4854,329500.0,3,1.0,1080,5250,1.0,1080,47.7309,-122.336,1100,5250,6330,1080.0,67
4855,427000.0,3,2.5,2050,3218,3.0,2050,47.7612,-122.344,2050,7200,5268,2050.0,6
4856,485000.0,5,2.0,1910,5508,1.0,1020,47.7074,-122.34899999999999,1030,7440,7418,1910.0,46
4857,325000.0,2,2.5,1170,1638,2.0,1170,47.7041,-122.351,1350,1407,2808,1170.0,7
4858,449500.0,3,2.0,1770,6610,1.0,960,47.7703,-122.34299999999999,2010,4361,8380,1770.0,60
4859,275000.0,2,1.5,1160,1103,2.0,890,47.7677,-122.315,1160,1086,2263,1160.0,9
4860,389000.0,3,1.0,1380,6591,1.0,1380,47.7164,-122.351,1610,6594,7971,1380.0,67
4861,575000.0,4,1.75,2020,6200,1.0,1010,47.7013,-122.35,1440,4158,8220,2020.0,67
4862,294000.0,2,1.0,820,6366,1.0,820,47.7512,-122.34,1580,10169,7186,820.0,62
4863,401500.0,4,1.0,1790,8400,1.0,1260,47.7627,-122.353,1470,8400,10190,1790.0,60
4864,400000.0,4,2.25,2230,7200,1.0,1300,47.7648,-122.33,2010,7752,9430,2230.0,51
4865,245000.0,2,1.0,820,7475,1.0,820,47.7321,-122.34100000000001,1030,5720,8295,820.0,69
4866,375000.0,4,2.5,1800,8432,1.0,1200,47.7463,-122.336,1780,8432,10232,1800.0,54
4867,475500.0,3,1.0,1500,9416,1.0,1500,47.7135,-122.33200000000001,1440,7200,10916,1500.0,62
4868,289950.0,2,1.0,760,6000,1.0,760,47.7168,-122.34,950,6000,6760,760.0,64
4869,412000.0,3,2.5,1553,1991,3.0,1553,47.7049,-122.34,1509,2431,3544,1553.0,0
4870,419600.0,3,1.75,1680,8460,1.0,1180,47.7554,-122.353,1890,9529,10140,1680.0,39
4871,210000.0,1,1.0,1050,7583,1.0,1050,47.7294,-122.34100000000001,1420,7560,8633,1050.0,67
4872,277500.0,2,1.5,1190,1236,3.0,1190,47.7274,-122.35700000000001,1390,1756,2426,1190.0,10
4873,355000.0,4,1.0,1410,7693,1.5,1410,47.7604,-122.331,1330,8395,9103,1410.0,62
4874,334550.0,2,1.0,880,12000,1.0,880,47.7436,-122.35600000000001,1960,9395,12880,880.0,75
4875,325000.0,4,1.0,1640,3844,1.5,1460,47.7017,-122.354,1230,3844,5484,1640.0,87
4876,390000.0,3,2.0,1710,8910,1.0,1710,47.7719,-122.338,1430,8493,10620,1710.0,61
4877,335000.0,3,1.0,1020,10200,1.0,1020,47.7503,-122.348,1170,8188,11220,1020.0,61
4878,457000.0,4,1.75,2100,10358,1.0,1280,47.7478,-122.338,2080,9000,12458,2100.0,55
4879,250000.0,3,1.0,1050,6874,1.0,1050,47.762,-122.355,1500,8954,7924,1050.0,60
4880,405000.0,3,2.25,1590,7267,1.0,1100,47.7457,-122.33200000000001,2060,8336,8857,1590.0,38
4881,442500.0,3,1.5,1800,8303,1.0,1200,47.7693,-122.35700000000001,1800,8171,10103,1800.0,57
4882,502000.0,4,1.75,1920,3844,1.0,1170,47.7041,-122.353,1480,3844,5764,1920.0,48
4883,425000.0,4,1.5,2290,8773,1.0,1330,47.7173,-122.33,1740,7058,11063,2290.0,68
4884,350000.0,3,1.75,1660,10150,1.5,1660,47.7512,-122.34200000000001,1640,8906,11810,1660.0,57
4885,339999.0,4,2.0,1740,6369,1.0,870,47.7461,-122.33200000000001,1560,7200,8109,1740.0,60
4886,300000.0,3,1.0,1220,13000,1.0,1220,47.7608,-122.353,1510,12600,14220,1220.0,59
4887,550000.0,5,2.0,2450,9488,1.0,1240,47.7056,-122.34,1310,5693,11938,2450.0,114
4888,210000.0,3,1.0,1000,5454,1.0,1000,47.7339,-122.337,1320,5250,6454,1000.0,60
4889,358803.0,2,1.0,1040,5765,1.0,1040,47.7024,-122.346,1040,3844,6805,1040.0,70
4890,316000.0,3,1.0,1130,7200,1.5,1130,47.7298,-122.355,1350,1358,8330,1130.0,72
4891,227000.0,2,1.0,860,6800,1.0,860,47.7274,-122.337,1220,6800,7660,860.0,71
4892,400000.0,3,1.0,1690,6658,1.0,1690,47.7099,-122.35,1080,5925,8348,1690.0,72
